Item,Year,hg/ha_yield,AvgTemp,Rainfall
1,2009,361747,12.87,17.4
1,2009,361747,12.87,38.0
1,2009,361747,12.87,59.0
1,2009,361747,12.87,11.2
1,2009,361747,12.87,29.8
1,2009,361747,12.87,20.2
1,2009,361747,12.87,42.8
1,2009,361747,12.87,76.0
1,2009,361747,12.87,19.6
1,2009,361747,12.87,12.2
1,2009,361747,12.87,55.8
1,2009,361747,12.87,70.0
1,2009,361747,12.87,71.2
1,2009,361747,12.87,15.2
1,2009,361747,12.87,9.0
1,2009,361747,12.87,14.8
1,2009,361747,12.87,11.0
1,2009,361747,12.87,141.8
1,2009,361747,12.87,96.0
1,2009,361747,12.87,371.0
1,2009,361747,12.87,58.0
1,2009,361747,12.87,17.0
1,2009,361747,12.87,29.4
1,2009,361747,12.87,34.2
1,2009,361747,12.87,47.6
1,2009,361747,12.87,23.0
1,2009,361747,12.87,29.2
1,2009,361747,12.87,51.4
1,2009,361747,12.87,22.6
1,2009,361747,12.87,19.2
1,2009,361747,12.87,22.0
1,2009,361747,12.87,8.8
1,2009,361747,12.87,2.2
1,2009,361747,12.87,12.8
1,2009,361747,12.87,2.6
1,2009,361747,12.87,19.0
1,2009,361747,12.87,26.6
1,2009,361747,12.87,13.2
1,2009,361747,12.87,45.4
1,2009,361747,12.87,147.2
1,2009,361747,12.87,13.8
1,2009,361747,12.87,35.2
1,2009,361747,12.87,21.8
1,2009,361747,12.87,67.0
1,2009,361747,12.87,14.0
1,2009,361747,12.87,18.6
1,2009,361747,12.87,11.8
1,2009,361747,12.87,32.7
1,2009,361747,12.87,21.6
1,2009,361747,12.87,71.4
1,2009,361747,12.87,23.6
1,2009,361747,12.87,18.2
1,2009,361747,12.87,26.8
1,2009,361747,12.87,16.0
1,2009,361747,12.87,17.8
1,2009,361747,12.87,8.2
1,2009,361747,12.87,34.8
1,2009,361747,12.87,50.4
1,2009,361747,12.87,30.2
1,2009,361747,12.87,-0.551411470675298
1,2009,361747,12.87,39.2
1,2009,361747,12.87,23.8
1,2009,361747,12.87,20.6
1,2009,361747,12.87,2.06818551880446
1,2009,361747,12.87,-0.173189566691356
1,2009,361747,12.87,1.9273528891516
1,2009,361747,12.87,16.2
1,2009,361747,12.87,0.019188473326956
1,2009,361747,12.87,-0.411710174920067
1,2009,361747,12.87,0.186258128341741
1,2009,361747,12.87,1.27832831071851
1,2009,361747,12.87,0.690299564154365
1,2009,361747,12.87,2.09632643185396
1,2009,361747,12.87,0.180836420549191
1,2009,361747,12.87,2.29666581521688
1,2009,361747,12.87,45.2
1,2009,361747,12.87,107.4
1,2009,361747,12.87,40.0
1,2009,361747,12.87,10.8
1,2009,361747,12.87,43.0
1,2009,361747,12.87,34.4
1,2009,361747,12.87,45.6
1,2009,361747,12.87,1.9560740373609
1,2009,361747,12.87,28.0
1,2009,361747,12.87,32.8
1,2009,361747,12.87,34.6
1,2009,361747,12.87,36.8
1,2009,361747,12.87,27.8
1,2009,361747,12.87,2.21053175904525
1,2009,361747,12.87,0.528259424719501
1,2009,361747,12.87,-1.35916875631873
1,2009,361747,12.87,0.665531764044069
1,2009,361747,12.87,1.27126777542751
1,2009,361747,12.87,-0.0646934683959798
1,2009,361747,12.87,27.6
1,2009,361747,12.87,39.8
1,2009,361747,12.87,28.6
1,2009,361747,12.87,58.4
1,2009,361747,12.87,16.4
1,2009,361747,12.87,18.4
1,2009,361747,12.87,-0.639936306701252
1,2009,361747,12.87,0.650289655528233
1,2009,361747,12.87,23.2
1,2009,361747,12.87,46.0
1,2009,361747,12.87,48.0
1,2009,361747,12.87,27.2
1,2009,361747,12.87,15.0
1,2009,361747,12.87,31.8
1,2009,361747,12.87,38.2
1,2009,361747,12.87,73.2
1,2009,361747,12.87,41.8
1,2009,361747,12.87,43.4
1,2009,361747,12.87,83.2
1,2009,361747,12.87,26.4
1,2009,361747,12.87,25.4
1,2009,361747,12.87,70.6
1,2009,361747,12.87,54.2
1,2009,361747,12.87,31.2
1,2009,361747,12.87,134.8
1,2009,361747,12.87,20.8
1,2009,361747,12.87,84.4
1,2009,361747,12.87,41.0
1,2009,361747,12.87,9.6
1,2009,361747,12.87,29.6
1,2009,361747,12.87,0.99187161348106
1,2009,361747,12.87,44.2
1,2009,361747,12.87,24.0
1,2009,361747,12.87,18.8
1,2009,361747,12.87,50.6
1,2009,361747,12.87,31.6
1,2009,361747,12.87,49.0
1,2009,361747,12.87,60.8
1,2009,361747,12.87,1.81401584663536
1,2009,361747,12.87,57.4
1,2009,361747,12.87,33.8
1,2009,361747,12.87,47.0
1,2009,361747,12.87,0.735524896253089
1,2009,361747,12.87,27.0
1,2009,361747,12.87,-0.680402603254059
1,2009,361747,12.87,-0.613103520686344
1,2009,361747,12.87,30.6
1,2009,361747,12.87,35.6
1,2009,361747,12.87,33.0
1,2009,361747,12.87,1.02096133210073
1,2009,361747,12.87,0.751683691536009
1,2009,361747,12.87,3.35544564881987
1,2009,361747,12.87,29.0
1,2009,361747,12.87,-1.52237907095503
1,2009,361747,12.87,-0.937316120242848
1,2009,361747,12.87,-0.510491746300382
1,2009,361747,12.87,-0.270498038795743
1,2009,361747,12.87,-1.49628973196612
1,2009,361747,12.87,20.4
1,2009,361747,12.87,-0.364192434168238
1,2009,361747,12.87,25.0
1,2009,361747,12.87,0.18798628806298
1,2009,361747,12.87,-0.699089411664239
1,2009,361747,12.87,-0.416917704096171
1,2009,361747,12.87,-0.148519503291617
1,2009,361747,12.87,1.8692610531611
1,2009,361747,12.87,1.22071530860024
1,2009,361747,12.87,-0.151557702730379
1,2009,361747,12.87,37.8
1,2009,361747,12.87,-0.195065822289628
1,2009,361747,12.87,-0.260860162691678
1,2009,361747,12.87,44.4
1,2009,361747,12.87,56.8
1,2009,361747,12.87,45.8
1,2009,361747,12.87,25.2
1,2009,361747,12.87,48.2
1,2009,361747,12.87,0.28706032386436
1,2009,361747,12.87,-1.29539970019906
1,2009,361747,12.87,-1.3868557421865
1,2009,361747,12.87,-1.93447009453238
1,2009,361747,12.87,-1.75123746782078
1,2009,361747,12.87,-0.229801562205118
1,2009,361747,12.87,-0.169418529230818
1,2009,361747,12.87,-1.14243872565879
1,2009,361747,12.87,-0.686440686668682
1,2009,361747,12.87,-1.87328570471626
1,2009,361747,12.87,-0.898502523236225
1,2009,361747,12.87,-1.26496777665941
1,2009,361747,12.87,-1.50746153676659
1,2009,361747,12.87,2.09087792386102
1,2009,361747,12.87,-1.38653519944975
1,2009,361747,12.87,-1.11136571664562
1,2009,361747,12.87,-1.72096581564947
1,2009,361747,12.87,-1.84269350980819
1,2009,361747,12.87,-1.44563606147694
1,2009,361747,12.87,-0.836035962473112
1,2009,361747,12.87,-0.684998244353288
1,2009,361747,12.87,1.20274264331717
1,2009,361747,12.87,0.288502766179725
1,2009,361747,12.87,-1.14259899702714
1,2009,361747,12.87,-1.72112608701784
1,2009,361747,12.87,-1.75155801055755
1,2009,361747,12.87,-1.50698072266146
1,2009,361747,12.87,-0.834112706052572
1,2009,361747,12.87,0.172544841282495
1,2009,361747,12.87,-0.13145385137755
1,2009,361747,12.87,-0.105509526152382
1,2009,361747,12.87,-0.7159109819981
1,2009,361747,12.87,0.472055935628056
1,2009,361747,12.87,-0.687081772142172
1,2009,361747,12.87,-1.62950977366206
1,2009,361747,12.87,0.503449487377999
1,2009,361747,12.87,-0.595625730154772
1,2009,361747,12.87,-0.229160476731614
1,2009,361747,12.87,0.715190781208754
1,2009,361747,12.87,-1.05162376914486
1,2009,361747,12.87,0.105430410836497
1,2009,361747,12.87,1.41127850978041
1,2009,361747,12.87,-1.47863232691063
1,2009,361747,12.87,-1.50794235087172
1,2009,361747,12.87,-1.08141460721107
1,2009,361747,12.87,-0.777896728656124
1,2009,361747,12.87,-1.11120544527721
1,2009,361747,12.87,-1.35594300454168
1,2009,361747,12.87,-0.989477751118464
1,2009,361747,12.87,-0.835875691104711
1,2009,361747,12.87,2.02344295067829
1,2009,361747,12.87,2.11217437940332
1,2009,361747,12.87,-1.93655362232125
1,2009,361747,12.87,-0.168937715125729
1,2009,361747,12.87,-0.778057000024468
1,2009,361747,12.87,-0.747785347853188
1,2009,361747,12.87,-0.83619623384147
1,2009,361747,12.87,1.2938781425678
1,2009,361747,12.87,0.316851161930551
1,2009,361747,12.87,-0.626698739167971
1,2009,361747,12.87,2.17640392521857
1,2009,361747,12.87,0.438899398826017
1,2009,361747,12.87,-0.304026387293085
1,2009,361747,12.87,22.8
1,2009,361747,12.87,0.352553507756362
1,2009,361747,12.87,66.2
1,2009,361747,12.87,43.8
1,2009,361747,12.87,56.6
1,2009,361747,12.87,89.0
1,2009,361747,12.87,76.2
1,2009,361747,12.87,-0.0017213466281376
1,2009,361747,12.87,35.4
1,2009,361747,12.87,1.36932075652386
1,2009,361747,12.87,34.0
1,2009,361747,12.87,35.0
1,2009,361747,12.87,68.2
1,2009,361747,12.87,278.4
1,2009,361747,12.87,140.2
1,2009,361747,12.87,102.2
1,2009,361747,12.87,57.8
1,2009,361747,12.87,62.0
1,2009,361747,12.87,47.4
1,2009,361747,12.87,37.2
1,2009,361747,12.87,63.4
1,2009,361747,12.87,48.4
1,2009,361747,12.87,53.2
1,2009,361747,12.87,121.6
1,2009,361747,12.87,69.2
1,2009,361747,12.87,27.4
1,2009,361747,12.87,28.4
1,2009,361747,12.87,41.6
1,2009,361747,12.87,86.4
1,2009,361747,12.87,43.2
1,2009,361747,12.87,56.4
1,2009,361747,12.87,54.8
1,2009,361747,12.87,22.4
1,2009,361747,12.87,31.4
1,2009,361747,12.87,39.4
1,2009,361747,12.87,33.4
1,2009,361747,12.87,118.2
1,2009,361747,12.87,143.8
1,2009,361747,12.87,42.6
1,2009,361747,12.87,59.8
1,2009,361747,12.87,35.8
1,2009,361747,12.87,55.2
1,2009,361747,12.87,-1.26555745067297
1,2009,361747,12.87,0.804645834532686
1,2009,361747,12.87,28.2
1,2009,361747,12.87,177.6
1,2009,361747,12.87,44.8
1,2009,361747,12.87,86.2
1,2009,361747,12.87,21.4
1,2009,361747,12.87,54.0
1,2009,361747,12.87,42.4
1,2009,361747,12.87,53.0
1,2009,361747,12.87,236.8
1,2009,361747,12.87,93.4
1,2009,361747,12.87,79.6
1,2009,361747,12.87,95.2
1,2009,361747,12.87,52.6
1,2009,361747,12.87,65.2
1,2009,361747,12.87,22.2
1,2009,361747,12.87,206.8
1,2009,361747,12.87,-1.39282365342969
1,2009,361747,12.87,-1.57802418969982
1,2009,361747,12.87,-1.11775451009851
1,2009,361747,12.87,24.2
1,2009,361747,12.87,-0.987882598441836
1,2009,361747,12.87,44.0
1,2009,361747,12.87,26.2
1,2009,361747,12.87,0.0453110548206225
1,2009,361747,12.87,-0.447733861107714
1,2009,361747,12.87,1.0668727445295
1,2009,361747,12.87,1.08164444294511
1,2009,361747,12.87,0.901781619781268
1,2009,361747,12.87,1.41989189949897
1,2009,361747,12.87,55.0
1,2009,361747,12.87,0.736201153311093
1,2009,361747,12.87,-0.0607555099725019
1,2009,361747,12.87,-0.429830884698283
1,2009,361747,12.87,2.30740066722222
1,2009,361747,12.87,0.375093584763597
1,2009,361747,12.87,2.11946764217792
1,2009,361747,12.87,1.86566545756869
1,2009,361747,12.87,1.0925939915304
1,2009,361747,12.87,39.6
1,2009,361747,12.87,1.09955695673938
1,2009,361747,12.87,-0.15080675846351
1,2009,361747,12.87,0.194674403680487
1,2009,361747,12.87,-0.0736275332041813
1,2009,361747,12.87,0.1
1,2009,361747,12.87,0.318821794610194
1,2009,361747,12.87,0.124409004008477
1,2009,361747,12.87,7.5
1,2009,361747,12.87,0.859824887424473
1,2009,361747,12.87,2.09362092563567
1,2009,361747,12.87,47.3
1,2009,361747,12.87,-0.623889203883671
1,2009,361747,12.87,0.477172184900731
1,2009,361747,12.87,1.53936973277413
1,2009,361747,12.87,3.2608604270116
1,2009,361747,12.87,-0.311580747683884
1,2009,361747,12.87,0.817979040271432
1,2009,361747,12.87,1.28259652046896
1,2009,361747,12.87,-0.221235702156598
1,2009,361747,12.87,-1.12119792539993
1,2009,361747,12.87,-0.450231469052362
1,2009,361747,12.87,0.448175224303093
1,2009,361747,12.87,0.235046184054106
1,2009,361747,12.87,-1.01167232091648
1,2009,361747,12.87,-0.303673247397136
1,2009,361747,12.87,0.820599396430744
1,2009,361747,12.87,0.80325134380859
1,2009,361747,12.87,-1.16348581359691
1,2009,361747,12.87,-1.22627105842873
1,2009,361747,12.87,2.15569021409028
1,2009,361747,12.87,-1.46212947224297
1,2009,361747,12.87,0.325778807105955
1,2009,361747,12.87,0.320772382292269
1,2009,361747,12.87,-0.436538548459446
1,2009,361747,12.87,47.8
1,2009,361747,12.87,0.582929683916298
1,2009,361747,12.87,0.610816663928226
1,2009,361747,12.87,39.0
1,2009,361747,12.87,49.6
1,2009,361747,12.87,36.2
1,2009,361747,12.87,33.6
1,2009,361747,12.87,0.0244245763325281
1,2009,361747,12.87,1.11963240110028
1,2009,361747,12.87,36.4
1,2009,361747,12.87,45.0
1,2009,361747,12.87,32.4
1,2009,361747,12.87,0.3
1,2009,361747,12.87,0.5
1,2009,361747,12.87,2.5
1,2009,361747,12.87,11.5
1,2009,361747,12.87,3.1
1,2009,361747,12.87,1.3
1,2009,361747,12.87,81.0
1,2009,361747,12.87,53.4
1,2009,361747,12.87,41.4
1,2009,361747,12.87,48.8
1,2009,361747,12.87,95.8
1,2009,361747,12.87,90.4
1,2009,361747,12.87,141.2
1,2009,361747,12.87,162.2
1,2009,361747,14.65,0.8
1,2009,361747,14.65,0.6
1,2009,361747,14.65,6.4
1,2009,361747,14.65,0.2
1,2009,361747,14.65,0.4
1,2009,361747,14.65,3.0
1,2009,361747,14.65,1.2
1,2009,361747,14.65,5.8
1,2009,361747,14.65,11.6
1,2009,361747,14.65,1.8
1,2009,361747,14.65,8.6
1,2009,361747,14.65,12.6
1,2009,361747,14.65,8.4
1,2009,361747,14.65,6.2
1,2009,361747,14.65,20.0
1,2009,361747,14.65,21.0
1,2009,361747,14.65,3.2
1,2009,361747,14.65,4.8
1,2009,361747,14.65,4.2
1,2009,361747,14.65,1.4
1,2009,361747,14.65,8.0
1,2009,361747,14.65,14.4
1,2009,361747,14.65,4.6
1,2009,361747,14.65,2.0
1,2009,361747,14.65,5.6
1,2009,361747,14.65,1.6
1,2009,361747,14.65,6.0
1,2009,361747,14.65,4.4
1,2009,361747,14.65,5.4
1,2009,361747,14.65,3.6
1,2009,361747,14.65,5.0
1,2009,361747,14.65,7.8
1,2009,361747,14.65,1.0
1,2009,361747,14.65,6.8
1,2009,361747,14.65,9.8
1,2009,361747,14.65,3.8
1,2009,361747,14.65,2.4
1,2009,361747,14.65,5.2
1,2009,361747,14.65,6.6
1,2009,361747,14.65,13.4
1,2009,361747,14.65,-0.80952257680817
1,2009,361747,14.65,10.2
1,2009,361747,14.65,28.8
1,2009,361747,14.65,7.0
1,2009,361747,14.65,10.6
1,2009,361747,14.65,25.8
1,2009,361747,14.65,9.4
1,2009,361747,14.65,4.0
1,2009,361747,14.65,19.4
1,2009,361747,14.65,21.2
1,2009,361747,14.65,36.0
1,2009,361747,14.65,23.4
1,2009,361747,14.65,12.4
1,2009,361747,14.65,24.6
1,2009,361747,14.65,24.8
1,2009,361747,14.65,32.0
1,2009,361747,14.65,15.4
1,2009,361747,14.65,13.0
1,2009,361747,14.65,17.2
1,2009,361747,14.65,46.4
1,2009,361747,14.65,15.8
1,2009,361747,14.65,14.2
1,2009,361747,14.65,11.4
1,2009,361747,14.65,-2.07660235271594
1,2009,361747,14.65,2.8
1,2009,361747,14.65,0.711805935867538
1,2009,361747,14.65,7.6
1,2009,361747,14.65,1.466225858048
1,2009,361747,14.65,13.6
1,2009,361747,14.65,14.6
1,2009,361747,14.65,-0.247561751226932
1,2009,361747,14.65,0.485760421078915
1,2009,361747,14.65,0.15266845354369
1,2009,361747,14.65,10.4
1,2009,361747,14.65,18.0
1,2009,361747,14.65,26.0
1,2009,361747,14.65,32.6
1,2009,361747,14.65,9.2
1,2009,361747,14.65,17.6
1,2009,361747,14.65,10.0
1,2009,361747,14.65,12.0
1,2009,361747,14.65,3.4
1,2009,361747,14.65,38.8
1,2009,361747,14.65,1.27601535120633
1,2009,361747,14.65,25.6
1,2009,361747,14.65,7.2
1,2009,361747,14.65,19.8
1,2009,361747,14.65,16.6
1,2009,361747,14.65,30.0
1,2009,361747,14.65,38.6
1,2009,361747,14.65,63.6
1,2009,361747,14.65,189.0
1,2009,361747,14.65,58.6
1,2009,361747,14.65,36.6
1,2009,361747,14.65,24.4
1,2009,361747,14.65,16.8
1,2009,361747,14.65,62.6
1,2009,361747,14.65,5.93387327576996
1,2009,361747,14.65,7.4
1,2009,361747,14.65,15.6
1,2009,361747,14.65,17.4
1,2009,361747,14.65,38.0
1,2009,361747,14.65,59.0
1,2009,361747,14.65,11.2
1,2009,361747,14.65,29.8
1,2009,361747,14.65,20.2
1,2009,361747,14.65,42.8
1,2009,361747,14.65,76.0
1,2009,361747,14.65,19.6
1,2009,361747,14.65,12.2
1,2009,361747,14.65,55.8
1,2009,361747,14.65,70.0
1,2009,361747,14.65,71.2
1,2009,361747,14.65,15.2
1,2009,361747,14.65,9.0
1,2009,361747,14.65,14.8
1,2009,361747,14.65,11.0
1,2009,361747,14.65,141.8
1,2009,361747,14.65,96.0
1,2009,361747,14.65,371.0
1,2009,361747,14.65,58.0
1,2009,361747,14.65,17.0
1,2009,361747,14.65,29.4
1,2009,361747,14.65,34.2
1,2009,361747,14.65,47.6
1,2009,361747,14.65,23.0
1,2009,361747,14.65,29.2
1,2009,361747,14.65,51.4
1,2009,361747,14.65,22.6
1,2009,361747,14.65,19.2
1,2009,361747,14.65,22.0
1,2009,361747,14.65,8.8
1,2009,361747,14.65,2.2
1,2009,361747,14.65,12.8
1,2009,361747,14.65,2.6
1,2009,361747,14.65,19.0
1,2009,361747,14.65,26.6
1,2009,361747,14.65,13.2
1,2009,361747,14.65,45.4
1,2009,361747,14.65,147.2
1,2009,361747,14.65,13.8
1,2009,361747,14.65,35.2
1,2009,361747,14.65,21.8
1,2009,361747,14.65,67.0
1,2009,361747,14.65,14.0
1,2009,361747,14.65,18.6
1,2009,361747,14.65,11.8
1,2009,361747,14.65,32.7
1,2009,361747,14.65,21.6
1,2009,361747,14.65,71.4
1,2009,361747,14.65,23.6
1,2009,361747,14.65,18.2
1,2009,361747,14.65,26.8
1,2009,361747,14.65,16.0
1,2009,361747,14.65,17.8
1,2009,361747,14.65,8.2
1,2009,361747,14.65,34.8
1,2009,361747,14.65,50.4
1,2009,361747,14.65,30.2
1,2009,361747,14.65,-0.551411470675298
1,2009,361747,14.65,39.2
1,2009,361747,14.65,23.8
1,2009,361747,14.65,20.6
1,2009,361747,14.65,2.06818551880446
1,2009,361747,14.65,-0.173189566691356
1,2009,361747,14.65,1.9273528891516
1,2009,361747,14.65,16.2
1,2009,361747,14.65,0.019188473326956
1,2009,361747,14.65,-0.411710174920067
1,2009,361747,14.65,0.186258128341741
1,2009,361747,14.65,1.27832831071851
1,2009,361747,14.65,0.690299564154365
1,2009,361747,14.65,2.09632643185396
1,2009,361747,14.65,0.180836420549191
1,2009,361747,14.65,2.29666581521688
1,2009,361747,14.65,45.2
1,2009,361747,14.65,107.4
1,2009,361747,14.65,40.0
1,2009,361747,14.65,10.8
1,2009,361747,14.65,43.0
1,2009,361747,14.65,34.4
1,2009,361747,14.65,45.6
1,2009,361747,14.65,1.9560740373609
1,2009,361747,14.65,28.0
1,2009,361747,14.65,32.8
1,2009,361747,14.65,34.6
1,2009,361747,14.65,36.8
1,2009,361747,14.65,27.8
1,2009,361747,14.65,2.21053175904525
1,2009,361747,14.65,0.528259424719501
1,2009,361747,14.65,-1.35916875631873
1,2009,361747,14.65,0.665531764044069
1,2009,361747,14.65,1.27126777542751
1,2009,361747,14.65,-0.0646934683959798
1,2009,361747,14.65,27.6
1,2009,361747,14.65,39.8
1,2009,361747,14.65,28.6
1,2009,361747,14.65,58.4
1,2009,361747,14.65,16.4
1,2009,361747,14.65,18.4
1,2009,361747,14.65,-0.639936306701252
1,2009,361747,14.65,0.650289655528233
1,2009,361747,14.65,23.2
1,2009,361747,14.65,46.0
1,2009,361747,14.65,48.0
1,2009,361747,14.65,27.2
1,2009,361747,14.65,15.0
1,2009,361747,14.65,31.8
1,2009,361747,14.65,38.2
1,2009,361747,14.65,73.2
1,2009,361747,14.65,41.8
1,2009,361747,14.65,43.4
1,2009,361747,14.65,83.2
1,2009,361747,14.65,26.4
1,2009,361747,14.65,25.4
1,2009,361747,14.65,70.6
1,2009,361747,14.65,54.2
1,2009,361747,14.65,31.2
1,2009,361747,14.65,134.8
1,2009,361747,14.65,20.8
1,2009,361747,14.65,84.4
1,2009,361747,14.65,41.0
1,2009,361747,14.65,9.6
1,2009,361747,14.65,29.6
1,2009,361747,14.65,0.99187161348106
1,2009,361747,14.65,44.2
1,2009,361747,14.65,24.0
1,2009,361747,14.65,18.8
1,2009,361747,14.65,50.6
1,2009,361747,14.65,31.6
1,2009,361747,14.65,49.0
1,2009,361747,14.65,60.8
1,2009,361747,14.65,1.81401584663536
1,2009,361747,14.65,57.4
1,2009,361747,14.65,33.8
1,2009,361747,14.65,47.0
1,2009,361747,14.65,0.735524896253089
1,2009,361747,14.65,27.0
1,2009,361747,14.65,-0.680402603254059
1,2009,361747,14.65,-0.613103520686344
1,2009,361747,14.65,30.6
1,2009,361747,14.65,35.6
1,2009,361747,14.65,33.0
1,2009,361747,14.65,1.02096133210073
1,2009,361747,14.65,0.751683691536009
1,2009,361747,14.65,3.35544564881987
1,2009,361747,14.65,29.0
1,2009,361747,14.65,-1.52237907095503
1,2009,361747,14.65,-0.937316120242848
1,2009,361747,14.65,-0.510491746300382
1,2009,361747,14.65,-0.270498038795743
1,2009,361747,14.65,-1.49628973196612
1,2009,361747,14.65,20.4
1,2009,361747,14.65,-0.364192434168238
1,2009,361747,14.65,25.0
1,2009,361747,14.65,0.18798628806298
1,2009,361747,14.65,-0.699089411664239
1,2009,361747,14.65,-0.416917704096171
1,2009,361747,14.65,-0.148519503291617
1,2009,361747,14.65,1.8692610531611
1,2009,361747,14.65,1.22071530860024
1,2009,361747,14.65,-0.151557702730379
1,2009,361747,14.65,37.8
1,2009,361747,14.65,-0.195065822289628
1,2009,361747,14.65,-0.260860162691678
1,2009,361747,14.65,44.4
1,2009,361747,14.65,56.8
1,2009,361747,14.65,45.8
1,2009,361747,14.65,25.2
1,2009,361747,14.65,48.2
1,2009,361747,14.65,0.28706032386436
1,2009,361747,14.65,-1.29539970019906
1,2009,361747,14.65,-1.3868557421865
1,2009,361747,14.65,-1.93447009453238
1,2009,361747,14.65,-1.75123746782078
1,2009,361747,14.65,-0.229801562205118
1,2009,361747,14.65,-0.169418529230818
1,2009,361747,14.65,-1.14243872565879
1,2009,361747,14.65,-0.686440686668682
1,2009,361747,14.65,-1.87328570471626
1,2009,361747,14.65,-0.898502523236225
1,2009,361747,14.65,-1.26496777665941
1,2009,361747,14.65,-1.50746153676659
1,2009,361747,14.65,2.09087792386102
1,2009,361747,14.65,-1.38653519944975
1,2009,361747,14.65,-1.11136571664562
1,2009,361747,14.65,-1.72096581564947
1,2009,361747,14.65,-1.84269350980819
1,2009,361747,14.65,-1.44563606147694
1,2009,361747,14.65,-0.836035962473112
1,2009,361747,14.65,-0.684998244353288
1,2009,361747,14.65,1.20274264331717
1,2009,361747,14.65,0.288502766179725
1,2009,361747,14.65,-1.14259899702714
1,2009,361747,14.65,-1.72112608701784
1,2009,361747,14.65,-1.75155801055755
1,2009,361747,14.65,-1.50698072266146
1,2009,361747,14.65,-0.834112706052572
1,2009,361747,14.65,0.172544841282495
1,2009,361747,14.65,-0.13145385137755
1,2009,361747,14.65,-0.105509526152382
1,2009,361747,14.65,-0.7159109819981
1,2009,361747,14.65,0.472055935628056
1,2009,361747,14.65,-0.687081772142172
1,2009,361747,14.65,-1.62950977366206
1,2009,361747,14.65,0.503449487377999
1,2009,361747,14.65,-0.595625730154772
1,2009,361747,14.65,-0.229160476731614
1,2009,361747,14.65,0.715190781208754
1,2009,361747,14.65,-1.05162376914486
1,2009,361747,14.65,0.105430410836497
1,2009,361747,14.65,1.41127850978041
1,2009,361747,14.65,-1.47863232691063
1,2009,361747,14.65,-1.50794235087172
1,2009,361747,14.65,-1.08141460721107
1,2009,361747,14.65,-0.777896728656124
1,2009,361747,14.65,-1.11120544527721
1,2009,361747,14.65,-1.35594300454168
1,2009,361747,14.65,-0.989477751118464
1,2009,361747,14.65,-0.835875691104711
1,2009,361747,14.65,2.02344295067829
1,2009,361747,14.65,2.11217437940332
1,2009,361747,14.65,-1.93655362232125
1,2009,361747,14.65,-0.168937715125729
1,2009,361747,14.65,-0.778057000024468
1,2009,361747,14.65,-0.747785347853188
1,2009,361747,14.65,-0.83619623384147
1,2009,361747,14.65,1.2938781425678
1,2009,361747,14.65,0.316851161930551
1,2009,361747,14.65,-0.626698739167971
1,2009,361747,14.65,2.17640392521857
1,2009,361747,14.65,0.438899398826017
1,2009,361747,14.65,-0.304026387293085
1,2009,361747,14.65,22.8
1,2009,361747,14.65,0.352553507756362
1,2009,361747,14.65,66.2
1,2009,361747,14.65,43.8
1,2009,361747,14.65,56.6
1,2009,361747,14.65,89.0
1,2009,361747,14.65,76.2
1,2009,361747,14.65,-0.0017213466281376
1,2009,361747,14.65,35.4
1,2009,361747,14.65,1.36932075652386
1,2009,361747,14.65,34.0
1,2009,361747,14.65,35.0
1,2009,361747,14.65,68.2
1,2009,361747,14.65,278.4
1,2009,361747,14.65,140.2
1,2009,361747,14.65,102.2
1,2009,361747,14.65,57.8
1,2009,361747,14.65,62.0
1,2009,361747,14.65,47.4
1,2009,361747,14.65,37.2
1,2009,361747,14.65,63.4
1,2009,361747,14.65,48.4
1,2009,361747,14.65,53.2
1,2009,361747,14.65,121.6
1,2009,361747,14.65,69.2
1,2009,361747,14.65,27.4
1,2009,361747,14.65,28.4
1,2009,361747,14.65,41.6
1,2009,361747,14.65,86.4
1,2009,361747,14.65,43.2
1,2009,361747,14.65,56.4
1,2009,361747,14.65,54.8
1,2009,361747,14.65,22.4
1,2009,361747,14.65,31.4
1,2009,361747,14.65,39.4
1,2009,361747,14.65,33.4
1,2009,361747,14.65,118.2
1,2009,361747,14.65,143.8
1,2009,361747,14.65,42.6
1,2009,361747,14.65,59.8
1,2009,361747,14.65,35.8
1,2009,361747,14.65,55.2
1,2009,361747,14.65,-1.26555745067297
1,2009,361747,14.65,0.804645834532686
1,2009,361747,14.65,28.2
1,2009,361747,14.65,177.6
1,2009,361747,14.65,44.8
1,2009,361747,14.65,86.2
1,2009,361747,14.65,21.4
1,2009,361747,14.65,54.0
1,2009,361747,14.65,42.4
1,2009,361747,14.65,53.0
1,2009,361747,14.65,236.8
1,2009,361747,14.65,93.4
1,2009,361747,14.65,79.6
1,2009,361747,14.65,95.2
1,2009,361747,14.65,52.6
1,2009,361747,14.65,65.2
1,2009,361747,14.65,22.2
1,2009,361747,14.65,206.8
1,2009,361747,14.65,-1.39282365342969
1,2009,361747,14.65,-1.57802418969982
1,2009,361747,14.65,-1.11775451009851
1,2009,361747,14.65,24.2
1,2009,361747,14.65,-0.987882598441836
1,2009,361747,14.65,44.0
1,2009,361747,14.65,26.2
1,2009,361747,14.65,0.0453110548206225
1,2009,361747,14.65,-0.447733861107714
1,2009,361747,14.65,1.0668727445295
1,2009,361747,14.65,1.08164444294511
1,2009,361747,14.65,0.901781619781268
1,2009,361747,14.65,1.41989189949897
1,2009,361747,14.65,55.0
1,2009,361747,14.65,0.736201153311093
1,2009,361747,14.65,-0.0607555099725019
1,2009,361747,14.65,-0.429830884698283
1,2009,361747,14.65,2.30740066722222
